Timestamp,Node_ID,Source_ID,Demand_kWh,Supply_kWh,Cost_per_kWh,Line_Loss_%
2,N2,Solar,85.16,386.65,0.072,5.23
9,N7,Solar,84.24,302.71,0.056,5.81
16,N9,Solar,240.9,203.31,0.074,9.94
23,N7,Hydro,221.66,436.54,0.057,8.14
8,N10,Solar,60.13,149.16,0.06,5.22
13,N9,Solar,261.44,238.51,0.083,7.67
10,N4,Wind,196.55,242.9,0.095,4.74
12,N5,Hydro,70.97,497.12,0.045,2.58
14,N10,Hydro,269.63,220.73,0.066,4.63
19,N10,Solar,147.86,204.85,0.067,5.29
8,N7,Wind,230.1,304.61,0.117,2.34
11,N6,Hydro,175.77,333.69,0.077,2.39
4,N10,Solar,193.37,441.45,0.062,9.01
4,N2,Solar,54.76,392.98,0.097,7.26
9,N2,Solar,159.76,117.95,0.096,5.76
21,N9,Hydro,57.25,375.93,0.059,2.99
2,N6,Hydro,103.57,125.8,0.063,6.98
3,N10,Solar,176.44,426.84,0.093,6.92
9,N2,Wind,53.19,378.09,0.085,6.52
7,N10,Hydro,212.27,240.09,0.077,3.07
21,N8,Solar,217.88,101.74,0.096,2.9
17,N5,Hydro,73.72,233.2,0.055,3.71
2,N7,Solar,196.28,277.17,0.052,4.56
7,N5,Hydro,252.61,375.88,0.069,7.58
1,N2,Hydro,127.74,139.87,0.051,8.65
22,N7,Wind,295.12,297.54,0.061,3.12
3,N3,Solar,130.52,331.43,0.054,9.55
6,N6,Solar,141.27,465.03,0.089,8.04
7,N1,Solar,201.68,350.71,0.082,7.03
22,N2,Wind,188.43,494.57,0.104,8.22
14,N4,Solar,268.12,186.26,0.054,5.86
4,N3,Solar,178.52,431.67,0.072,6.57
5,N7,Wind,181.77,115.28,0.097,8.62
18,N4,Wind,89.38,337.73,0.096,3.31
18,N4,Hydro,80.87,492.02,0.056,3.82
21,N9,Hydro,92.83,367.04,0.064,7.15
22,N2,Hydro,72.0,457.41,0.056,4.51
7,N3,Hydro,165.59,256.03,0.075,9.43
15,N9,Wind,125.86,445.57,0.107,9.45
6,N10,Hydro,111.44,330.78,0.051,8.59
10,N1,Solar,51.33,325.93,0.067,4.58
4,N7,Wind,211.23,440.59,0.097,8.83
9,N3,Wind,116.15,307.8,0.087,2.09
7,N6,Solar,189.2,364.61,0.08,7.89
23,N10,Hydro,192.83,126.7,0.045,6.77
0,N3,Hydro,118.74,131.86,0.057,6.43
8,N1,Hydro,132.19,388.17,0.066,4.66
5,N7,Hydro,238.72,359.48,0.065,6.43
12,N4,Wind,52.85,378.6,0.083,9.54
6,N8,Solar,254.5,335.08,0.063,3.63
12,N3,Hydro,135.1,290.63,0.052,6.12
10,N8,Hydro,91.34,491.09,0.044,9.46
15,N6,Solar,278.39,310.14,0.086,5.49
2,N9,Solar,207.51,236.23,0.065,6.63
6,N9,Solar,174.53,331.81,0.064,4.94
6,N10,Solar,70.97,120.91,0.063,2.59
3,N6,Solar,75.94,425.17,0.052,7.27
19,N7,Wind,118.14,448.62,0.089,4.44
22,N7,Hydro,179.41,252.78,0.063,2.92
10,N6,Wind,299.25,270.22,0.081,7.68
10,N4,Wind,140.97,433.31,0.087,7.76
4,N4,Hydro,76.86,438.45,0.069,3.69
13,N1,Solar,86.32,226.52,0.099,4.05
9,N9,Solar,164.03,112.01,0.07,6.57
21,N6,Hydro,288.28,306.69,0.073,6.38
20,N7,Hydro,60.2,226.0,0.063,9.6
16,N9,Solar,264.78,191.34,0.061,3.61
10,N1,Hydro,280.62,441.07,0.071,5.14
6,N7,Hydro,176.1,285.73,0.05,6.04
23,N9,Solar,57.62,152.72,0.094,8.01
11,N1,Wind,155.72,306.86,0.082,7.93
20,N2,Solar,246.05,405.31,0.086,3.64
1,N7,Hydro,134.49,287.94,0.053,8.04
17,N4,Hydro,132.34,155.29,0.056,9.84
8,N4,Hydro,106.47,344.86,0.057,2.57
10,N4,Solar,171.97,380.87,0.076,8.98
3,N8,Hydro,122.23,134.5,0.077,5.03
23,N2,Solar,194.1,416.8,0.066,7.73
21,N5,Wind,83.85,216.52,0.069,8.49
18,N4,Wind,105.66,386.96,0.117,6.22
0,N4,Hydro,185.01,284.41,0.053,5.81
11,N4,Solar,200.7,494.4,0.097,8.9
7,N5,Solar,272.28,287.14,0.083,9.16
22,N6,Solar,148.24,484.7,0.071,6.81
7,N10,Hydro,227.45,480.24,0.05,7.97
1,N9,Hydro,180.2,207.42,0.071,6.42
10,N3,Solar,215.24,229.16,0.074,6.94
0,N10,Hydro,151.23,179.35,0.078,6.09
18,N3,Hydro,233.48,264.42,0.054,5.26
17,N10,Solar,152.3,317.67,0.077,5.98
18,N2,Wind,83.7,298.43,0.07,3.01
20,N9,Solar,283.16,341.98,0.083,5.21
3,N1,Hydro,277.25,355.17,0.071,4.95
9,N8,Solar,290.0,428.18,0.093,3.38
18,N8,Hydro,117.74,214.25,0.051,8.84
9,N1,Solar,57.97,130.44,0.064,3.6
11,N7,Solar,107.96,419.18,0.078,2.05
11,N2,Solar,157.33,263.15,0.056,7.41
4,N9,Hydro,225.52,388.36,0.069,2.0
13,N1,Wind,288.48,425.68,0.114,2.13
16,N3,Hydro,283.46,423.92,0.073,2.75
20,N3,Wind,234.69,483.97,0.101,6.56
16,N1,Wind,286.41,277.17,0.096,5.81
20,N9,Hydro,283.21,130.43,0.06,7.5
12,N3,Solar,247.98,333.21,0.095,9.54
15,N4,Wind,66.08,260.95,0.061,4.64
15,N3,Hydro,184.22,464.32,0.074,3.02
4,N5,Hydro,73.26,335.71,0.061,4.13
1,N6,Solar,274.86,470.95,0.07,9.12
12,N3,Wind,145.99,394.73,0.089,2.98
21,N1,Hydro,281.98,281.64,0.069,4.94
10,N10,Wind,54.72,140.21,0.09,7.52
14,N9,Solar,133.68,378.2,0.085,7.63
3,N4,Solar,173.13,465.95,0.074,5.6
2,N5,Hydro,99.85,223.06,0.042,7.07
15,N3,Solar,112.13,221.66,0.089,4.62
18,N8,Wind,110.55,167.62,0.106,3.04
18,N5,Wind,163.44,302.77,0.101,7.07
2,N6,Solar,252.68,117.9,0.065,4.24
11,N10,Hydro,86.5,215.67,0.052,6.18
9,N9,Wind,215.93,252.44,0.103,4.69
4,N3,Solar,122.57,316.48,0.051,2.64
7,N5,Wind,154.49,477.17,0.103,2.71
1,N10,Wind,261.58,392.92,0.097,8.56
14,N3,Solar,151.03,188.6,0.076,6.39
12,N1,Hydro,184.58,326.03,0.078,9.22
13,N7,Wind,268.93,420.57,0.117,2.79
3,N10,Solar,116.28,298.02,0.092,6.04
19,N7,Wind,237.01,155.58,0.075,7.85
21,N9,Solar,91.18,240.54,0.063,4.8
23,N9,Wind,227.08,247.14,0.093,2.8
22,N7,Hydro,251.25,247.96,0.066,7.8
18,N8,Wind,102.42,453.87,0.097,5.43
4,N2,Hydro,95.58,476.92,0.07,3.66
7,N10,Solar,134.43,423.87,0.085,8.13
2,N5,Solar,160.3,386.59,0.069,3.69
11,N7,Hydro,208.17,490.41,0.052,5.69
1,N4,Hydro,218.5,316.6,0.074,8.09
23,N3,Wind,64.57,499.37,0.105,8.91
4,N4,Solar,212.8,442.51,0.056,4.78
19,N2,Solar,269.11,180.66,0.054,8.3
5,N9,Solar,258.87,165.06,0.093,7.49
12,N6,Wind,180.02,432.1,0.085,3.55
9,N6,Hydro,121.21,302.07,0.061,8.44
22,N9,Solar,247.84,332.55,0.089,3.53
12,N1,Hydro,62.52,449.45,0.043,3.97
17,N4,Solar,223.83,263.78,0.094,4.38
12,N2,Wind,52.97,220.26,0.095,5.01
9,N7,Wind,183.72,450.64,0.115,4.13
0,N8,Wind,165.54,319.66,0.117,9.99
17,N10,Solar,108.85,390.79,0.069,2.06
14,N5,Wind,52.31,284.23,0.089,2.18
8,N6,Hydro,221.73,217.6,0.062,4.41
2,N4,Solar,91.78,262.87,0.062,6.28
14,N7,Wind,99.71,303.36,0.069,7.37
18,N9,Hydro,238.48,144.16,0.059,2.57
8,N3,Solar,199.55,205.76,0.076,6.14
14,N9,Solar,281.09,319.63,0.079,5.21
23,N9,Wind,287.27,410.87,0.077,8.75
4,N10,Hydro,158.1,431.47,0.073,3.51
9,N4,Wind,225.29,216.26,0.078,4.37
0,N2,Wind,231.39,191.93,0.06,7.72
1,N6,Hydro,92.8,141.79,0.05,5.04
10,N8,Wind,168.98,117.83,0.118,7.73
8,N5,Hydro,130.8,227.48,0.058,7.01
3,N1,Hydro,86.59,175.57,0.074,4.05
23,N3,Solar,145.05,448.51,0.083,4.73
4,N8,Hydro,220.92,107.87,0.069,5.9
5,N8,Wind,253.3,481.86,0.116,9.27
19,N4,Wind,178.04,244.06,0.088,7.52
15,N5,Solar,271.0,182.79,0.096,8.52
11,N7,Solar,294.71,452.1,0.064,2.85
21,N6,Hydro,78.06,216.49,0.065,8.43
0,N2,Wind,274.81,349.5,0.06,3.49
16,N4,Hydro,74.93,245.33,0.06,2.35
2,N1,Wind,137.12,171.67,0.099,5.71
22,N9,Hydro,173.83,271.08,0.078,3.72
23,N8,Wind,179.17,394.41,0.093,9.43
20,N1,Hydro,144.49,285.47,0.044,6.87
7,N4,Wind,122.05,164.12,0.093,6.26
23,N7,Solar,68.97,379.29,0.081,3.51
10,N5,Solar,167.36,388.13,0.076,5.16
23,N6,Solar,130.58,344.16,0.097,7.37
13,N4,Wind,68.69,284.27,0.113,2.76
6,N7,Hydro,297.22,479.63,0.043,9.47
18,N9,Wind,140.78,437.88,0.085,5.53
12,N6,Hydro,208.56,409.79,0.041,6.75
6,N5,Solar,96.68,238.38,0.067,5.75
23,N3,Wind,133.53,142.94,0.069,2.27
9,N10,Wind,167.56,481.78,0.067,9.57
19,N8,Wind,233.34,355.0,0.099,8.61
11,N3,Hydro,76.73,301.9,0.068,6.69
5,N5,Solar,258.19,128.91,0.085,6.27
20,N3,Wind,144.79,236.11,0.097,9.13
15,N4,Solar,174.04,429.89,0.07,2.82
16,N4,Solar,65.38,120.53,0.069,4.7
9,N2,Hydro,229.48,397.13,0.042,3.77
22,N4,Hydro,118.57,319.04,0.046,3.07
13,N9,Solar,285.95,421.68,0.059,5.25
19,N7,Solar,138.91,416.4,0.076,3.02
12,N3,Wind,234.75,258.76,0.076,5.0
2,N10,Hydro,174.44,237.25,0.05,5.19
22,N4,Wind,54.79,409.0,0.07,2.35
2,N3,Solar,213.42,409.57,0.091,5.95
10,N10,Solar,101.34,394.89,0.085,3.97
0,N7,Solar,275.85,141.75,0.099,8.88
22,N2,Hydro,221.97,475.5,0.069,3.52
15,N1,Hydro,160.54,128.6,0.056,7.93
15,N4,Wind,146.61,232.12,0.096,8.98
6,N1,Hydro,61.9,254.19,0.046,7.56
20,N8,Wind,76.43,365.92,0.077,3.59
19,N2,Hydro,284.09,107.41,0.058,2.17
12,N6,Solar,170.9,300.42,0.066,3.06
4,N6,Hydro,144.1,368.91,0.071,6.25
17,N4,Hydro,197.46,180.25,0.051,3.3
15,N3,Wind,112.32,189.95,0.091,6.5
9,N7,Hydro,286.24,178.23,0.066,8.54
4,N1,Wind,190.06,202.0,0.076,2.31
2,N6,Hydro,126.36,397.84,0.042,3.75
21,N6,Wind,226.56,413.06,0.087,7.58
14,N1,Hydro,146.99,163.97,0.056,6.64
11,N4,Wind,287.01,127.5,0.09,4.63
21,N2,Wind,177.08,109.59,0.079,8.56
13,N6,Hydro,188.49,280.23,0.051,4.38
21,N9,Solar,145.78,434.23,0.098,5.51
4,N3,Solar,148.34,438.62,0.071,6.42
0,N10,Hydro,107.74,397.4,0.061,8.47
3,N4,Solar,245.18,186.0,0.086,8.4
6,N6,Hydro,136.53,169.04,0.04,5.61
14,N1,Solar,138.11,321.96,0.059,8.88
11,N9,Hydro,114.44,190.57,0.059,5.99
16,N1,Hydro,103.77,208.74,0.047,7.75
11,N5,Solar,242.52,284.93,0.086,7.89
6,N1,Hydro,84.57,486.47,0.073,3.64
7,N9,Hydro,96.54,150.26,0.046,7.99
14,N3,Wind,167.41,413.17,0.105,6.84
10,N3,Solar,221.59,107.34,0.066,7.1
14,N10,Wind,52.34,113.19,0.111,7.47
2,N4,Solar,116.34,375.19,0.09,4.45
13,N5,Wind,59.01,473.11,0.081,2.85
6,N8,Hydro,172.96,407.39,0.049,4.16
13,N10,Wind,110.68,496.67,0.072,6.6
11,N8,Solar,281.32,158.76,0.099,9.58
22,N5,Solar,271.14,185.82,0.082,8.09
19,N5,Hydro,296.51,172.17,0.071,4.71
11,N10,Wind,93.91,268.55,0.108,5.72
13,N2,Solar,184.38,498.06,0.07,6.92
1,N5,Hydro,141.31,257.11,0.068,9.5
14,N5,Solar,185.59,407.36,0.054,3.69
3,N3,Hydro,175.53,108.0,0.05,6.14
21,N1,Solar,53.74,205.82,0.076,6.59
16,N2,Wind,281.44,358.14,0.085,9.44
8,N3,Solar,246.22,180.0,0.057,7.41
6,N4,Wind,189.97,415.87,0.104,7.0
6,N4,Hydro,296.6,313.44,0.045,8.63
13,N5,Hydro,112.96,410.92,0.078,7.57
19,N8,Hydro,199.01,284.15,0.055,4.82
23,N6,Solar,209.09,400.51,0.084,3.59
7,N6,Wind,173.5,416.66,0.089,6.29
13,N6,Wind,242.78,364.51,0.085,9.16
23,N6,Hydro,90.64,498.21,0.045,2.12
22,N2,Hydro,272.5,197.98,0.069,8.49
9,N5,Solar,264.75,496.64,0.065,7.68
7,N1,Solar,78.85,262.72,0.092,4.94
15,N5,Hydro,197.77,301.51,0.066,9.78
14,N2,Hydro,63.93,329.58,0.075,5.85
9,N3,Hydro,69.63,324.22,0.053,3.24
17,N8,Hydro,262.26,308.64,0.077,8.45
8,N8,Solar,223.24,102.01,0.071,3.58
3,N1,Hydro,277.7,169.83,0.051,6.13
23,N8,Solar,115.84,183.95,0.08,2.71
11,N4,Wind,64.54,248.9,0.103,6.44
11,N10,Wind,155.72,326.3,0.082,9.49
4,N5,Wind,63.73,369.36,0.113,8.43
11,N2,Solar,96.01,218.37,0.086,2.67
11,N9,Solar,252.97,387.56,0.086,2.8
23,N1,Hydro,229.44,371.93,0.073,2.33
18,N6,Wind,55.78,249.2,0.069,6.47
23,N9,Hydro,279.34,256.59,0.074,2.0
1,N4,Solar,92.13,112.17,0.066,9.27
0,N6,Wind,74.24,342.56,0.087,9.51
0,N10,Wind,80.63,184.81,0.062,5.47
13,N6,Hydro,119.46,447.96,0.064,6.91
3,N10,Wind,182.98,136.74,0.087,10.0
6,N9,Solar,258.81,457.38,0.091,2.82
12,N10,Solar,106.86,101.25,0.065,2.87
22,N10,Wind,168.2,370.85,0.112,7.99
16,N5,Hydro,284.65,121.56,0.04,7.29
14,N2,Hydro,122.34,201.4,0.053,4.16
18,N10,Hydro,177.86,276.06,0.06,7.38
11,N5,Solar,146.78,200.52,0.058,4.8
18,N4,Hydro,235.45,402.68,0.067,3.87
12,N1,Hydro,197.02,328.28,0.059,6.4
3,N9,Wind,172.95,326.18,0.103,2.88
8,N9,Hydro,237.41,154.35,0.043,9.81
14,N10,Solar,289.25,124.17,0.072,3.49
20,N8,Solar,171.34,432.07,0.098,7.07
21,N9,Hydro,138.48,341.33,0.052,9.28
13,N9,Hydro,267.6,323.29,0.053,4.35
2,N5,Solar,58.35,426.33,0.073,4.6
4,N6,Hydro,167.78,427.5,0.045,8.86
20,N1,Hydro,274.38,478.68,0.056,3.74
8,N2,Wind,143.41,233.16,0.071,6.86
22,N10,Wind,169.16,446.28,0.062,7.15
20,N5,Solar,240.74,403.79,0.094,7.83
15,N5,Wind,281.95,233.06,0.09,2.11
9,N6,Hydro,51.74,196.05,0.044,4.08
20,N8,Wind,94.26,111.41,0.115,2.07
22,N5,Wind,234.02,160.86,0.115,9.14
4,N1,Solar,213.48,368.89,0.05,9.88
3,N8,Hydro,269.46,458.04,0.066,4.76
8,N7,Wind,273.41,216.61,0.094,2.8
4,N8,Solar,280.49,156.31,0.061,6.47
5,N3,Solar,241.02,347.74,0.062,2.01
8,N5,Solar,239.29,494.08,0.09,5.68
14,N4,Hydro,275.94,263.94,0.061,5.82
14,N4,Solar,161.91,410.08,0.076,4.53
13,N6,Solar,114.54,115.1,0.079,3.84
17,N5,Solar,87.03,361.53,0.084,8.02
4,N8,Wind,175.89,457.62,0.116,8.46
13,N8,Solar,208.9,221.49,0.099,4.19
22,N9,Wind,100.66,276.86,0.063,9.83
12,N4,Hydro,197.11,322.78,0.066,5.98
0,N4,Solar,58.02,344.92,0.086,5.33
3,N10,Solar,239.32,190.8,0.061,3.29
2,N9,Wind,143.0,438.8,0.11,5.06
16,N4,Wind,197.28,388.33,0.074,3.35
3,N9,Hydro,293.02,347.02,0.079,4.7
7,N3,Solar,225.76,189.04,0.063,6.1
17,N9,Solar,129.9,167.05,0.063,2.29
19,N7,Hydro,226.11,296.85,0.044,3.37
11,N1,Hydro,75.63,345.04,0.044,8.03
2,N7,Wind,55.13,199.75,0.113,7.75
5,N1,Solar,68.24,428.45,0.075,8.77
22,N8,Hydro,200.18,372.73,0.08,3.86
1,N7,Solar,205.99,284.13,0.052,2.12
16,N4,Wind,79.81,359.64,0.094,6.43
15,N4,Hydro,57.96,287.72,0.077,5.18
22,N9,Solar,206.23,411.93,0.089,6.15
13,N9,Wind,264.49,256.55,0.113,3.92
0,N8,Solar,120.05,121.25,0.09,5.34
23,N4,Solar,107.28,192.72,0.095,8.67
18,N1,Wind,188.38,346.44,0.088,5.13
4,N5,Solar,278.87,150.25,0.071,4.76
2,N5,Solar,174.54,283.05,0.076,3.12
12,N5,Solar,178.29,196.97,0.059,2.52
21,N3,Hydro,240.66,270.98,0.065,7.82
14,N6,Solar,219.83,288.2,0.069,5.01
9,N1,Hydro,210.01,297.92,0.074,9.0
1,N7,Hydro,92.64,154.49,0.065,4.41
8,N7,Wind,54.64,455.46,0.074,9.43
9,N2,Wind,229.36,405.06,0.072,3.87
22,N4,Solar,180.32,168.84,0.065,4.57
5,N7,Solar,89.91,182.07,0.089,3.34
1,N1,Solar,57.11,351.74,0.099,4.65
1,N8,Hydro,79.66,328.15,0.076,8.27
10,N2,Hydro,205.63,226.02,0.062,2.73
23,N4,Wind,219.74,390.04,0.118,4.08
4,N2,Solar,54.61,318.24,0.085,8.32
5,N8,Wind,98.43,204.7,0.091,4.64
13,N1,Wind,265.13,289.5,0.108,6.64
22,N10,Solar,243.27,233.07,0.092,4.2
5,N1,Solar,186.52,185.6,0.074,4.55
13,N1,Hydro,116.68,486.79,0.046,8.3
17,N7,Solar,296.04,107.96,0.085,4.02
4,N9,Solar,60.12,261.16,0.097,2.09
3,N3,Wind,196.97,300.56,0.112,2.67
20,N3,Solar,220.38,372.04,0.083,9.54
16,N8,Hydro,255.77,116.79,0.059,5.18
6,N8,Hydro,127.54,280.53,0.055,5.46
2,N9,Hydro,294.82,135.45,0.077,5.84
12,N5,Solar,205.94,432.07,0.068,5.44
15,N1,Hydro,152.38,249.89,0.077,8.63
14,N1,Solar,77.25,143.25,0.071,2.79
2,N5,Solar,204.77,157.48,0.076,2.06
6,N1,Solar,129.15,370.88,0.074,9.83
20,N4,Hydro,268.53,243.63,0.042,8.77
0,N2,Wind,277.81,428.25,0.068,9.98
14,N9,Wind,114.65,389.68,0.114,3.89
4,N10,Wind,277.06,223.79,0.119,4.25
13,N4,Wind,288.36,121.42,0.103,6.26
1,N8,Wind,169.47,189.4,0.102,3.53
2,N4,Hydro,188.21,201.3,0.078,2.23
14,N5,Solar,99.93,196.92,0.071,3.86
19,N1,Wind,172.84,448.99,0.103,6.64
5,N3,Wind,72.25,377.6,0.07,8.29
21,N8,Hydro,112.51,266.82,0.054,8.87
9,N10,Wind,81.64,326.26,0.069,7.64
10,N8,Wind,276.27,273.84,0.089,9.42
1,N10,Wind,180.25,295.04,0.095,7.51
19,N7,Hydro,76.72,428.44,0.057,2.58
6,N6,Hydro,246.55,250.78,0.044,7.07
10,N6,Wind,270.03,455.1,0.117,8.94
12,N1,Hydro,50.54,252.1,0.073,4.93
5,N9,Wind,200.39,342.53,0.082,9.24
11,N4,Hydro,175.81,285.91,0.08,5.95
23,N5,Wind,94.6,305.23,0.109,8.21
16,N10,Hydro,247.15,383.21,0.05,8.9
22,N2,Solar,273.36,177.66,0.057,9.8
2,N7,Hydro,267.08,457.29,0.075,6.33
7,N2,Solar,211.6,318.15,0.053,7.96
4,N3,Hydro,176.33,359.08,0.06,5.93
4,N7,Solar,92.95,211.49,0.058,3.57
1,N8,Solar,293.24,161.25,0.063,6.72
14,N7,Wind,202.54,161.59,0.108,8.28
0,N6,Hydro,109.33,215.47,0.078,8.61
1,N10,Wind,224.45,132.89,0.085,6.47
7,N1,Solar,96.85,279.29,0.08,4.62
7,N8,Wind,245.24,436.18,0.079,8.71
19,N6,Hydro,75.89,435.09,0.046,2.66
6,N2,Solar,210.44,288.77,0.095,4.91
6,N8,Solar,121.79,300.29,0.073,4.76
1,N2,Hydro,223.44,403.82,0.074,9.78
4,N8,Hydro,116.66,386.44,0.056,7.42
0,N3,Wind,169.0,497.51,0.104,9.62
17,N8,Hydro,258.74,461.16,0.073,5.67
23,N5,Hydro,112.95,248.13,0.041,6.19
0,N1,Hydro,176.26,310.1,0.079,9.29
7,N1,Hydro,90.43,247.55,0.057,4.88
1,N7,Solar,249.62,309.62,0.079,8.82
0,N10,Solar,251.48,152.88,0.086,5.48
18,N7,Solar,123.66,120.01,0.074,4.84
17,N3,Solar,112.88,377.87,0.088,3.96
4,N4,Hydro,62.36,439.5,0.04,9.5
5,N10,Wind,206.9,228.74,0.075,2.07
8,N10,Wind,108.87,155.09,0.097,3.33
4,N3,Hydro,182.16,336.05,0.052,2.28
10,N4,Hydro,59.31,110.54,0.07,4.54
4,N1,Hydro,249.08,272.69,0.058,6.1
3,N3,Hydro,228.26,209.4,0.045,6.45
5,N2,Solar,131.74,277.0,0.082,5.95
9,N9,Wind,205.07,317.68,0.104,7.65
6,N7,Hydro,183.55,371.56,0.075,5.46
2,N3,Wind,153.19,405.7,0.095,2.57
2,N2,Solar,273.03,112.31,0.087,8.07
4,N1,Hydro,288.28,121.65,0.064,5.42
8,N8,Wind,132.66,136.13,0.094,5.83
10,N4,Hydro,76.14,345.0,0.07,8.14
1,N9,Hydro,276.34,263.79,0.078,8.92
23,N4,Wind,124.13,163.71,0.086,5.22
0,N1,Solar,193.93,333.35,0.087,6.08
7,N9,Wind,76.21,443.32,0.079,9.77
18,N5,Hydro,79.47,483.3,0.044,3.85
0,N1,Wind,61.64,382.05,0.111,5.47
8,N10,Solar,282.13,336.12,0.082,8.76
10,N6,Solar,124.2,241.71,0.095,9.21
7,N3,Wind,294.12,460.74,0.068,8.59
13,N7,Wind,152.46,496.32,0.088,6.43
19,N9,Solar,182.44,228.69,0.054,9.17
0,N3,Solar,250.67,155.81,0.089,7.01
4,N7,Wind,152.29,201.61,0.112,7.6
17,N6,Solar,186.93,343.83,0.055,5.79
4,N1,Solar,98.43,183.35,0.083,9.29
22,N5,Wind,150.94,183.1,0.099,8.97
13,N6,Solar,237.08,447.5,0.077,8.02
17,N8,Solar,85.02,239.31,0.069,6.09
2,N3,Wind,282.27,449.72,0.068,3.38
19,N8,Solar,139.41,216.3,0.081,9.22
2,N6,Hydro,290.57,361.44,0.074,6.2
22,N10,Solar,102.08,309.88,0.078,7.94
23,N9,Wind,104.97,247.32,0.082,9.68
19,N3,Wind,160.99,402.04,0.105,4.12
3,N3,Wind,192.97,457.72,0.089,9.56
4,N5,Hydro,103.61,129.66,0.076,8.78
17,N5,Solar,298.15,371.76,0.097,8.62
8,N10,Hydro,261.11,327.66,0.055,9.48
4,N9,Hydro,158.03,315.53,0.058,6.52
9,N5,Hydro,167.63,119.19,0.075,5.56
4,N1,Hydro,197.24,155.68,0.04,3.96
2,N3,Wind,226.15,139.68,0.115,3.72
7,N3,Hydro,101.15,172.6,0.041,8.17
1,N6,Solar,268.76,345.67,0.059,4.28
23,N7,Hydro,168.98,481.74,0.05,7.85
14,N1,Solar,159.86,219.14,0.073,2.57
20,N8,Hydro,249.67,197.32,0.069,2.55
22,N1,Hydro,288.77,177.21,0.075,8.48
7,N8,Hydro,291.96,291.16,0.069,4.97
8,N9,Solar,96.09,277.23,0.058,9.86
22,N4,Wind,74.06,335.68,0.098,6.3
14,N6,Wind,215.55,146.47,0.093,4.3
20,N8,Solar,285.04,404.83,0.099,2.3
21,N10,Wind,121.28,178.17,0.061,3.94
11,N9,Solar,219.69,192.44,0.075,9.1
23,N4,Hydro,223.44,257.85,0.055,5.65
23,N2,Solar,94.26,353.6,0.068,8.82
19,N6,Solar,239.14,344.21,0.068,3.68
13,N5,Solar,244.04,294.56,0.061,3.56
7,N2,Solar,91.35,410.86,0.061,6.21
6,N7,Solar,162.89,331.84,0.094,8.94
2,N6,Solar,162.77,106.15,0.071,6.85
3,N2,Solar,189.44,360.53,0.058,7.17
10,N3,Solar,95.66,400.21,0.067,7.68
0,N10,Solar,61.97,263.14,0.085,3.81
5,N4,Wind,248.82,352.31,0.095,4.83
10,N6,Solar,170.61,338.94,0.074,7.59
4,N1,Wind,158.42,180.91,0.073,2.05
17,N3,Solar,125.24,399.57,0.09,3.62
10,N4,Wind,289.76,300.96,0.115,7.65
5,N2,Wind,230.61,134.02,0.073,2.07
23,N8,Hydro,229.03,237.78,0.071,4.71
18,N1,Wind,254.83,152.28,0.07,4.73
10,N2,Wind,152.12,239.48,0.106,2.78
13,N1,Hydro,137.8,434.9,0.043,9.54
15,N7,Wind,296.58,135.43,0.077,4.98
4,N1,Wind,244.1,338.37,0.099,8.06
16,N9,Wind,79.49,433.28,0.102,6.62
4,N4,Solar,272.43,380.12,0.06,5.44
7,N9,Solar,173.51,122.09,0.098,3.03
20,N8,Wind,224.37,302.49,0.062,9.4
18,N8,Solar,262.96,309.7,0.061,2.97
11,N5,Solar,140.85,202.17,0.075,9.73
14,N10,Hydro,193.74,455.97,0.066,5.8
9,N3,Solar,263.65,288.55,0.093,4.33
15,N5,Hydro,82.2,442.13,0.063,9.11
12,N2,Solar,284.46,121.45,0.075,5.0
21,N2,Solar,206.46,417.44,0.064,6.45
5,N2,Wind,227.18,153.77,0.109,6.85
10,N7,Hydro,287.38,235.81,0.044,6.05
13,N9,Wind,71.45,487.81,0.062,8.03
16,N1,Hydro,181.28,247.45,0.043,6.98
8,N1,Wind,196.31,212.35,0.115,4.43
2,N4,Solar,162.43,317.5,0.055,9.46
2,N5,Solar,143.63,132.31,0.069,6.8
11,N2,Wind,178.41,377.82,0.063,4.28
1,N6,Wind,254.81,131.96,0.111,2.74
2,N8,Wind,258.61,244.32,0.097,3.22
11,N2,Wind,66.54,186.38,0.068,4.5
22,N1,Hydro,178.6,335.5,0.072,7.25
23,N7,Solar,202.19,264.71,0.074,5.32
6,N6,Hydro,260.54,192.0,0.04,7.21
17,N10,Solar,100.62,456.05,0.093,2.61
13,N4,Wind,76.6,298.07,0.097,4.2
12,N4,Hydro,229.2,337.97,0.053,2.2
12,N5,Wind,237.54,185.9,0.11,5.36
22,N1,Hydro,194.27,449.18,0.075,4.97
23,N6,Wind,102.22,410.06,0.086,3.54
17,N9,Solar,276.11,179.24,0.051,2.16
18,N5,Hydro,205.58,364.67,0.052,4.56
11,N9,Solar,134.87,372.06,0.053,9.43
6,N3,Hydro,105.63,499.87,0.047,8.17
2,N7,Solar,105.85,132.34,0.094,8.87
21,N5,Hydro,150.89,380.96,0.062,8.82
13,N9,Solar,128.76,309.47,0.074,4.83
18,N6,Solar,272.86,166.35,0.057,6.62
14,N6,Solar,214.37,177.85,0.07,9.57
15,N2,Solar,111.65,367.34,0.087,5.59
0,N10,Hydro,284.38,394.66,0.058,6.55
19,N2,Hydro,223.15,336.88,0.075,4.86
18,N7,Solar,124.97,185.54,0.052,2.34
8,N3,Wind,267.51,371.36,0.1,6.92
